epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,1019,,7.645432197023183e-05,,,,,
0,1029,,8.362335211131722e-05,,,,,
0,1039,,8.042655827011913e-05,,,,,
0,1049,,8.253422856796533e-05,,,,,
0,1059,,8.547173638362437e-05,,,,,
0,1069,,0.0001383601629640907,,,,,
0,1079,,7.040199125185609e-05,,,,,
0,1089,,6.982072227401659e-05,,,,,
0,1099,,7.361399912042543e-05,,,,,
0,1109,,8.108340989565477e-05,,,,,
0,1119,,8.503877324983478e-05,,,,,
0,1129,,7.628971798112616e-05,,,,,
0,1139,,7.379711314570159e-05,,,,,
0,1149,,7.666288001928478e-05,,,,,
0,1159,,7.165863644331694e-05,,,,,
0,1169,,7.443192589562386e-05,,,,,
0,1179,,7.972183811943978e-05,,,,,
0,1189,,7.80963891884312e-05,,,,,
0,1199,,7.550182635895908e-05,,,,,
0,1209,,8.582992450101301e-05,,,,,
0,1219,,8.475608774460852e-05,,,,,
0,1229,,7.44423086871393e-05,,,,,
0,1239,,7.883728540036827e-05,,,,,
0,1249,,8.930292824516073e-05,,,,,
0,1259,,7.819299935363233e-05,,,,,
0,1269,,7.994927000254393e-05,,,,,
0,1279,,8.048709423746914e-05,,,,,
0,1289,,8.139198325807229e-05,,,,,
0,1299,,7.506695692427456e-05,,,,,
0,1309,,7.475241727661341e-05,,,,,
0,1319,,7.274970994330943e-05,,,,,
0,1329,,7.250382623169571e-05,,,,,
0,1339,,7.290912617463619e-05,,,,,
0,1349,,7.644027209607884e-05,,,,,
0,1359,,7.386513607343659e-05,,,,,
0,1369,,7.613700290676206e-05,,,,,
0,1379,,7.956074114190415e-05,,,,,
0,1389,,6.961381586734205e-05,,,,,
0,1399,,8.214260742533952e-05,,,,,
0,1409,,8.353580051334575e-05,,,,,
0,1419,,7.716317486483604e-05,,,,,
0,1429,,8.32837977213785e-05,,,,,
0,1439,,7.155359344324097e-05,,,,,
0,1449,,7.906241080490872e-05,,,,,
0,1459,,7.3567200161051e-05,,,,,
0,1469,,7.536755583714694e-05,,,,,
0,1479,,7.307342457352206e-05,,,,,
0,1489,,7.958649803185835e-05,,,,,
0,1499,,7.94586303527467e-05,,,,,
0,1509,,7.133454346330836e-05,,,,,
0,1519,,7.406347140204161e-05,,,,,
0,1529,,7.515523611800745e-05,,,,,
0,1539,,7.63076968723908e-05,,,,,
0,1549,,7.73961583035998e-05,,,,,
0,1559,,7.739693683106452e-05,,,,,
0,1569,,7.31758918846026e-05,,,,,
0,1579,,7.51143234083429e-05,,,,,
0,1589,,7.454759906977415e-05,,,,,
0,1599,,7.707629993092269e-05,,,,,
0,1609,,7.506344263674691e-05,,,,,
0,1619,,8.085065928753465e-05,,,,,
0,1629,,7.746140181552619e-05,,,,,
0,1639,,8.550453640054911e-05,,,,,
0,1649,,7.447056850651279e-05,,,,,
0,1659,,7.500627543777227e-05,,,,,
0,1669,,8.086122397799045e-05,,,,,
0,1679,,7.910306885605678e-05,,,,,
0,1689,,7.699123671045527e-05,,,,,
0,1699,,7.889284461271018e-05,,,,,
0,1709,,8.360279025509953e-05,,,,,
0,1719,,6.698110519209877e-05,,,,,
0,1729,,7.844575884519145e-05,,,,,
0,1739,,7.964075484778732e-05,,,,,
0,1749,,8.223547774832696e-05,,,,,
0,1759,,7.986568380147219e-05,,,,,
0,1769,,8.295879524666816e-05,,,,,
0,1779,,7.633776840521023e-05,,,,,
0,1789,,7.913049194030464e-05,,,,,
0,1799,,8.056229853536934e-05,,,,,
0,1809,,7.307114719878882e-05,,,,,
0,1819,,7.859233301132917e-05,,,,,
0,1829,,7.874858420109376e-05,,,,,
0,1839,,7.333602843573317e-05,,,,,
0,1849,,7.827109948266298e-05,,,,,
0,1859,,7.688033656449988e-05,,,,,
0,1869,,8.217966387746856e-05,,,,,
0,1879,,7.944517710711807e-05,,,,,
0,1889,,7.598001684527844e-05,,,,,
0,1899,,7.099706999724731e-05,,,,,
0,1909,,8.369229908566922e-05,,,,,
0,1919,,8.061084372457117e-05,,,,,
0,1929,,7.065523823257536e-05,,,,,
0,1939,,8.049733878578991e-05,,,,,
0,1949,,7.841129263397306e-05,,,,,
0,1959,,7.440735498676077e-05,,,,,
0,1969,,8.215411799028516e-05,,,,,
0,1979,,7.909752457635477e-05,,,,,
0,1989,,7.608190935570747e-05,,,,,
0,1999,,7.723031740169972e-05,,,,,
0,2009,,8.382702071685344e-05,,,,,
0,2019,,7.855780131649226e-05,,,,,
0,2029,,8.225312922149897e-05,,,,,
0,2039,,7.537043711636215e-05,,,,,
0,2049,,7.316660776268691e-05,,,,,
0,2059,,8.270059333881363e-05,,,,,
0,2069,,7.77978784753941e-05,,,,,
0,2079,,7.727004413027316e-05,,,,,
0,2089,,7.245925371535122e-05,,,,,
0,2099,,7.209875911939889e-05,,,,,
0,2109,,8.199516742024571e-05,,,,,
0,2119,,7.957124762469903e-05,,,,,
0,2129,,7.844727952033281e-05,,,,,
0,2139,,7.575548806926236e-05,,,,,
0,2149,,7.365966303041205e-05,,,,,
0,2159,,7.232018833747134e-05,,,,,
0,2169,,7.563717372249812e-05,,,,,
0,2179,,8.1336846051272e-05,,,,,
0,2189,,7.94388834037818e-05,,,,,
0,2199,,8.245422213803977e-05,,,,,
0,2209,,7.87844619480893e-05,,,,,
0,2219,,7.757778803352267e-05,,,,,
0,2229,,8.28542179078795e-05,,,,,
0,2239,,7.775757694616914e-05,,,,,
0,2249,,8.092306961771101e-05,,,,,
0,2259,,8.197886199923232e-05,,,,,
0,2269,,7.710764475632459e-05,,,,,
0,2279,,7.421923510264605e-05,,,,,
0,2289,,8.46356269903481e-05,,,,,
0,2299,,7.408035162370652e-05,,,,,
0,2309,,7.389522215817124e-05,,,,,
0,2319,,7.09053929313086e-05,,,,,
0,2329,,7.674832886550575e-05,,,,,
0,2339,,7.30984247638844e-05,,,,,
0,2349,,7.847508823033422e-05,,,,,
0,2359,,7.510151772294194e-05,,,,,
0,2369,,7.992281462065876e-05,,,,,
0,2379,,7.663978612981737e-05,,,,,
0,2389,,6.966591172385961e-05,,,,,
0,2399,,7.315348193515092e-05,,,,,
0,2409,,7.264154555741698e-05,,,,,
0,2419,,8.590584911871701e-05,,,,,
0,2429,,7.627905870322138e-05,,,,,
0,2439,,7.90585036156699e-05,,,,,
0,2449,,7.677485700696707e-05,,,,,
0,2459,,7.597928924951702e-05,,,,,
0,2469,,8.312463614856824e-05,,,,,
0,2479,,6.892147939652205e-05,,,,,
0,2489,,7.721017755102366e-05,,,,,
0,2499,,7.907838153187186e-05,,,,,
0,2509,,7.867880776757374e-05,,,,,
0,2519,,8.697406883584335e-05,,,,,
0,2529,,7.702587026869878e-05,,,,,
0,2539,,7.182505214586854e-05,,,,,
0,2549,,8.77424972713925e-05,,,,,
0,2559,,7.953411841299385e-05,,,,,
0,2569,,6.817001121817157e-05,,,,,
0,2579,,7.411703700199723e-05,,,,,
0,2589,,7.318078860407695e-05,,,,,
0,2599,,7.762847235426307e-05,,,,,
0,2603,,,0.00031007142388261855,1.0155879259109497,0.0005041527911089361,1.9321080446243286,0.00017923970881383866
0,2603,7.883120269980282e-05,,,,,,
1,2609,,7.328669016715139e-05,,,,,
1,2619,,8.963396976469085e-05,,,,,
1,2629,,7.502859807573259e-05,,,,,
1,2639,,8.280602196464315e-05,,,,,
1,2649,,6.977516750339419e-05,,,,,
1,2659,,7.898890180513263e-05,,,,,
1,2669,,8.234944834839553e-05,,,,,
1,2679,,7.924698729766533e-05,,,,,
1,2689,,7.166941941250116e-05,,,,,
1,2699,,7.718401320744306e-05,,,,,
1,2709,,7.491641736123711e-05,,,,,
1,2719,,7.127386925276369e-05,,,,,
1,2729,,7.126645505195484e-05,,,,,
1,2739,,8.695498399902135e-05,,,,,
1,2749,,7.356856804108247e-05,,,,,
1,2759,,8.061107655521482e-05,,,,,
1,2769,,7.73676365497522e-05,,,,,
1,2779,,7.809993257978931e-05,,,,,
1,2789,,8.245704520959407e-05,,,,,
1,2799,,8.24783492134884e-05,,,,,
1,2809,,7.947486301418394e-05,,,,,
1,2819,,7.253068906720728e-05,,,,,
1,2829,,8.338491898030043e-05,,,,,
1,2839,,8.456199429929256e-05,,,,,
1,2849,,8.175065886462107e-05,,,,,
1,2859,,7.048716361168772e-05,,,,,
1,2869,,7.4493553256616e-05,,,,,
1,2879,,7.489715062547475e-05,,,,,
1,2889,,7.723551243543625e-05,,,,,
1,2899,,8.300569606944919e-05,,,,,
1,2909,,7.440765330102295e-05,,,,,
1,2919,,7.315673428820446e-05,,,,,
1,2929,,7.396643195534125e-05,,,,,
1,2939,,7.885352533776313e-05,,,,,
1,2949,,7.061310316203162e-05,,,,,
1,2959,,7.822828774806112e-05,,,,,
1,2969,,7.982437091413885e-05,,,,,
1,2979,,7.73522406234406e-05,,,,,
1,2989,,7.948564598336816e-05,,,,,
1,2999,,7.797139551257715e-05,,,,,
1,3009,,7.42357806302607e-05,,,,,
1,3019,,7.361629832303151e-05,,,,,
1,3029,,7.877229654695839e-05,,,,,
1,3039,,7.415957225020975e-05,,,,,
1,3049,,6.762109114788473e-05,,,,,
1,3059,,7.935360918054357e-05,,,,,
1,3069,,7.858625758672133e-05,,,,,
1,3079,,7.386547804344445e-05,,,,,
1,3089,,7.344045297941193e-05,,,,,
1,3099,,7.497688056901097e-05,,,,,
1,3109,,7.739655120531097e-05,,,,,
1,3119,,8.207394421333447e-05,,,,,
1,3129,,7.184465357568115e-05,,,,,
1,3139,,8.765749225858599e-05,,,,,
1,3149,,7.611771434312686e-05,,,,,
1,3159,,7.96870153862983e-05,,,,,
1,3169,,7.461225322913378e-05,,,,,
1,3179,,7.921703218016773e-05,,,,,
1,3189,,7.545073458459228e-05,,,,,
1,3199,,7.391945109702647e-05,,,,,
1,3209,,7.833994459360838e-05,,,,,
1,3219,,7.606127473991364e-05,,,,,
1,3229,,7.878099859226495e-05,,,,,
1,3239,,7.57033412810415e-05,,,,,
1,3249,,8.049787720665336e-05,,,,,
1,3259,,7.013885624473915e-05,,,,,
1,3269,,7.866068335715681e-05,,,,,
1,3279,,7.518169149989262e-05,,,,,
1,3289,,8.300550689455122e-05,,,,,
1,3299,,8.226546196965501e-05,,,,,
1,3309,,7.844727952033281e-05,,,,,
1,3319,,8.21484936750494e-05,,,,,
1,3329,,7.254714000737295e-05,,,,,
1,3339,,7.618094969075173e-05,,,,,
1,3349,,7.595833449158818e-05,,,,,
1,3359,,7.238482794491574e-05,,,,,
1,3369,,7.724509487161413e-05,,,,,
1,3379,,6.82945319567807e-05,,,,,
1,3389,,8.412379247602075e-05,,,,,
1,3399,,7.632615597685799e-05,,,,,
1,3409,,7.665318844374269e-05,,,,,
1,3419,,7.803877088008448e-05,,,,,
1,3429,,7.653642387595028e-05,,,,,
1,3439,,8.386949775740504e-05,,,,,
1,3449,,7.42429110687226e-05,,,,,
1,3459,,7.785100024193525e-05,,,,,
1,3469,,7.265451131388545e-05,,,,,
1,3479,,7.452916179317981e-05,,,,,
1,3489,,7.711064245086163e-05,,,,,
1,3499,,7.617141091031954e-05,,,,,
1,3509,,7.586071296827868e-05,,,,,
1,3519,,7.587706932099536e-05,,,,,
1,3529,,8.253184932982549e-05,,,,,
1,3539,,7.405025826301426e-05,,,,,
1,3549,,7.583826663903892e-05,,,,,
1,3559,,6.767286686226726e-05,,,,,
1,3569,,8.162010635714978e-05,,,,,
1,3579,,8.015140338102356e-05,,,,,
1,3589,,7.61985284043476e-05,,,,,
1,3599,,7.145592826418579e-05,,,,,
1,3609,,8.013021579245105e-05,,,,,
1,3619,,7.35726353013888e-05,,,,,
1,3629,,7.744388130959123e-05,,,,,
1,3639,,7.195773650892079e-05,,,,,
1,3649,,7.855849980842322e-05,,,,,
1,3659,,7.56780500523746e-05,,,,,
1,3669,,7.172398909460753e-05,,,,,
1,3679,,7.705786265432835e-05,,,,,
1,3689,,7.412601553369313e-05,,,,,
1,3699,,8.096212695818394e-05,,,,,
1,3709,,7.497090700780973e-05,,,,,
1,3719,,7.809848466422409e-05,,,,,
1,3729,,7.078241469571367e-05,,,,,
1,3739,,7.369658851530403e-05,,,,,
1,3749,,8.04256196715869e-05,,,,,
1,3759,,7.409656973322853e-05,,,,,
1,3769,,7.352905959123746e-05,,,,,
1,3779,,6.937298167031258e-05,,,,,
1,3789,,7.106063276296481e-05,,,,,
1,3799,,7.627457671333104e-05,,,,,
1,3809,,7.362972246482968e-05,,,,,
1,3819,,7.818778976798058e-05,,,,,
1,3829,,7.210134936030954e-05,,,,,
1,3839,,7.468002149835229e-05,,,,,
1,3849,,7.559821096947417e-05,,,,,
1,3859,,7.62875351938419e-05,,,,,
1,3869,,7.32437547412701e-05,,,,,
1,3879,,7.666435703868046e-05,,,,,
1,3889,,7.849084067856893e-05,,,,,
1,3899,,7.85773663665168e-05,,,,,
1,3909,,7.308246858883649e-05,,,,,
1,3919,,8.011779573280364e-05,,,,,
1,3929,,7.302458107005805e-05,,,,,
1,3939,,7.64254218665883e-05,,,,,
1,3949,,8.19091874291189e-05,,,,,
1,3959,,7.51647021388635e-05,,,,,
1,3969,,7.701576396357268e-05,,,,,
1,3979,,7.667643512832001e-05,,,,,
1,3989,,7.731181540293619e-05,,,,,
1,3999,,7.805753557477146e-05,,,,,
1,4009,,7.796514546498656e-05,,,,,
1,4019,,7.413113780785352e-05,,,,,
1,4029,,7.739356806268916e-05,,,,,
1,4039,,7.76152519392781e-05,,,,,
1,4049,,7.667332101846114e-05,,,,,
1,4059,,7.340891170315444e-05,,,,,
1,4069,,7.771886885166168e-05,,,,,
1,4079,,7.202485721791163e-05,,,,,
1,4089,,8.02053400548175e-05,,,,,
1,4099,,8.088201138889417e-05,,,,,
1,4109,,7.32472472009249e-05,,,,,
1,4119,,8.303180220536888e-05,,,,,
1,4129,,7.39199822419323e-05,,,,,
1,4139,,7.828003435861319e-05,,,,,
1,4149,,8.136423275573179e-05,,,,,
1,4159,,6.971126276766881e-05,,,,,
1,4169,,7.532459130743518e-05,,,,,
1,4179,,8.041156979743391e-05,,,,,
1,4189,,7.263906445587054e-05,,,,,
1,4199,,8.107671601464972e-05,,,,,
1,4209,,7.94226216385141e-05,,,,,
1,4219,,7.616804214194417e-05,,,,,
1,4229,,8.037583756959066e-05,,,,,
1,4239,,7.677508256165311e-05,,,,,
1,4249,,7.590152381453663e-05,,,,,
1,4259,,7.08453735569492e-05,,,,,
1,4269,,7.314349932130426e-05,,,,,
1,4279,,7.965753320604563e-05,,,,,
1,4289,,7.13904810254462e-05,,,,,
1,4299,,7.679130067117512e-05,,,,,
1,4309,,8.177829295163974e-05,,,,,
1,4319,,7.354660192504525e-05,,,,,
1,4329,,7.145012205000967e-05,,,,,
1,4339,,7.263223960762843e-05,,,,,
1,4349,,7.596844807267189e-05,,,,,
1,4359,,7.370231469394639e-05,,,,,
1,4369,,7.399772584903985e-05,,,,,
1,4379,,7.588571315864101e-05,,,,,
1,4389,,7.605706196045503e-05,,,,,
1,4399,,7.517197082052007e-05,,,,,
1,4409,,7.650921179447323e-05,,,,,
1,4419,,7.672370702493936e-05,,,,,
1,4429,,7.878864562371746e-05,,,,,
1,4439,,7.455537706846371e-05,,,,,
1,4449,,7.434810686390847e-05,,,,,
1,4459,,7.6985867053736e-05,,,,,
1,4469,,7.424820068990812e-05,,,,,
1,4479,,7.554964395239949e-05,,,,,
1,4489,,7.325729529839009e-05,,,,,
1,4499,,7.749556971248239e-05,,,,,
1,4509,,7.68053432693705e-05,,,,,
1,4519,,7.980249938555062e-05,,,,,
1,4529,,7.506298425141722e-05,,,,,
1,4539,,8.0253099440597e-05,,,,,
1,4549,,7.557900971733034e-05,,,,,
1,4559,,7.466330862371251e-05,,,,,
1,4569,,7.15525820851326e-05,,,,,
1,4579,,8.46428592922166e-05,,,,,
1,4589,,7.285065657924861e-05,,,,,
1,4599,,7.68762402003631e-05,,,,,
1,4609,,7.73509600549005e-05,,,,,
1,4619,,8.509230247000232e-05,,,,,
1,4629,,7.523540261900052e-05,,,,,
1,4639,,7.660563278477639e-05,,,,,
1,4649,,7.608911255374551e-05,,,,,
1,4659,,7.042145443847403e-05,,,,,
1,4669,,7.98956461949274e-05,,,,,
1,4679,,7.43108248570934e-05,,,,,
1,4689,,7.6513402746059e-05,,,,,
1,4699,,7.249476766446605e-05,,,,,
1,4709,,8.048097515711561e-05,,,,,
1,4719,,8.426788554061204e-05,,,,,
1,4729,,7.855421426938847e-05,,,,,
1,4739,,7.523256499553099e-05,,,,,
1,4749,,8.156376861734316e-05,,,,,
1,4759,,7.879934855736792e-05,,,,,
1,4769,,8.884351700544357e-05,,,,,
1,4779,,7.807642396073788e-05,,,,,
1,4789,,7.182732224464417e-05,,,,,
1,4799,,7.251124770846218e-05,,,,,
1,4809,,8.17745240055956e-05,,,,,
1,4819,,7.490134885301813e-05,,,,,
1,4829,,7.637510861968622e-05,,,,,
1,4839,,7.59185422793962e-05,,,,,
1,4849,,6.9773945142515e-05,,,,,
1,4859,,7.734354585409164e-05,,,,,
1,4869,,7.644489232916385e-05,,,,,
1,4879,,7.538455247413367e-05,,,,,
1,4889,,8.337887993548065e-05,,,,,
1,4899,,7.979732617968693e-05,,,,,
1,4909,,7.579254452139139e-05,,,,,
1,4919,,7.67890815041028e-05,,,,,
1,4929,,7.759490108583122e-05,,,,,
1,4939,,8.045599679462612e-05,,,,,
1,4949,,7.090558938216418e-05,,,,,
1,4959,,8.057527884375304e-05,,,,,
1,4969,,7.514326716773212e-05,,,,,
1,4979,,7.599328819196671e-05,,,,,
1,4989,,7.358818402281031e-05,,,,,
1,4999,,8.022676047403365e-05,,,,,
1,5009,,9.318882803199813e-05,,,,,
1,5019,,7.707119220867753e-05,,,,,
1,5029,,7.243700383696705e-05,,,,,
1,5039,,7.511543662985787e-05,,,,,
1,5049,,8.283094211947173e-05,,,,,
1,5059,,7.096054469002411e-05,,,,,
1,5069,,7.180096872616559e-05,,,,,
1,5079,,7.637338421773165e-05,,,,,
1,5089,,8.166339830495417e-05,,,,,
1,5099,,7.579025987070054e-05,,,,,
1,5109,,7.948924030642956e-05,,,,,
1,5119,,7.585961429867893e-05,,,,,
1,5129,,7.790303789079189e-05,,,,,
1,5139,,8.278615860035643e-05,,,,,
1,5149,,7.59829199523665e-05,,,,,
1,5159,,7.966345583554357e-05,,,,,
1,5169,,7.400065078400075e-05,,,,,
1,5179,,7.406811346299946e-05,,,,,
1,5189,,8.181582961697131e-05,,,,,
1,5199,,7.634820212842897e-05,,,,,
1,5207,,,0.0003096726140938699,1.0128542184829712,0.0005045724683441222,1.9231979846954346,0.0001794135314412415
1,5207,7.749363430775702e-05,,,,,,
2,5209,,7.601068500662223e-05,,,,,
2,5219,,7.679749251110479e-05,,,,,
2,5229,,7.535603072028607e-05,,,,,
2,5239,,7.451274723280221e-05,,,,,
2,5249,,7.581029785797e-05,,,,,
2,5259,,7.345740596065298e-05,,,,,
2,5269,,7.431439735228196e-05,,,,,
2,5279,,7.536006160080433e-05,,,,,
2,5289,,7.520888175349683e-05,,,,,
2,5299,,7.683792500756681e-05,,,,,
2,5309,,7.685461605433375e-05,,,,,
2,5319,,7.140100206015632e-05,,,,,
2,5329,,7.34185305191204e-05,,,,,
2,5339,,7.795660349074751e-05,,,,,
2,5349,,7.855965668568388e-05,,,,,
2,5359,,6.680736260022968e-05,,,,,
2,5369,,7.99500267021358e-05,,,,,
2,5379,,7.778265717206523e-05,,,,,
2,5389,,7.45473662391305e-05,,,,,
2,5399,,7.340109732467681e-05,,,,,
2,5409,,7.591374742332846e-05,,,,,
2,5419,,7.299801654880866e-05,,,,,
2,5429,,7.287595508387312e-05,,,,,
2,5439,,7.444378570653498e-05,,,,,
2,5449,,8.564374729758129e-05,,,,,
2,5459,,7.725469913566485e-05,,,,,
2,5469,,7.969123544171453e-05,,,,,
2,5479,,7.849560643080622e-05,,,,,
2,5489,,7.488623668905348e-05,,,,,
2,5499,,8.014794730115682e-05,,,,,
2,5509,,7.694936357438564e-05,,,,,
2,5519,,8.41313594719395e-05,,,,,
2,5529,,8.047584560699761e-05,,,,,
2,5539,,7.003508653724566e-05,,,,,
2,5549,,7.165962597355247e-05,,,,,
2,5559,,7.338356226682663e-05,,,,,
2,5569,,8.134975360007957e-05,,,,,
2,5579,,7.799793820595369e-05,,,,,
2,5589,,7.353162800427526e-05,,,,,
2,5599,,7.221337000373751e-05,,,,,
2,5609,,8.09340417617932e-05,,,,,
2,5619,,7.580353121738881e-05,,,,,
2,5629,,7.724278839305043e-05,,,,,
2,5639,,7.452756108250469e-05,,,,,
2,5649,,8.162697486113757e-05,,,,,
2,5659,,7.983646355569363e-05,,,,,
2,5669,,8.215798152377829e-05,,,,,
2,5679,,7.998255750862882e-05,,,,,
2,5689,,8.329538104590029e-05,,,,,
2,5699,,7.924819510662928e-05,,,,,
2,5709,,7.494116289308295e-05,,,,,
2,5719,,8.323648216901347e-05,,,,,
2,5729,,7.80953123467043e-05,,,,,
2,5739,,7.559727237094194e-05,,,,,
2,5749,,7.293299859156832e-05,,,,,
2,5759,,7.324675971176475e-05,,,,,
2,5769,,8.404158870689571e-05,,,,,
2,5779,,7.170745811890811e-05,,,,,
2,5789,,7.465470116585493e-05,,,,,
2,5799,,7.751283555990085e-05,,,,,
2,5809,,7.723672752035782e-05,,,,,
2,5819,,8.522458665538579e-05,,,,,
2,5829,,7.749727228656411e-05,,,,,
2,5839,,7.667078170925379e-05,,,,,
2,5849,,7.476680184481665e-05,,,,,
2,5859,,7.735990220680833e-05,,,,,
2,5869,,8.576749678468332e-05,,,,,
2,5879,,7.897335308371112e-05,,,,,
2,5889,,7.102735980879515e-05,,,,,
2,5899,,7.446532981703058e-05,,,,,
2,5909,,7.69095349824056e-05,,,,,
2,5919,,7.656036177650094e-05,,,,,
2,5929,,7.98851833678782e-05,,,,,
2,5939,,8.474862988805398e-05,,,,,
2,5949,,7.973248284542933e-05,,,,,
2,5959,,7.560641097370535e-05,,,,,
2,5969,,7.603115227539092e-05,,,,,
2,5979,,7.410405669361353e-05,,,,,
2,5989,,7.469671254511923e-05,,,,,
2,5999,,8.07695760158822e-05,,,,,
2,6009,,7.308967178687453e-05,,,,,
2,6019,,7.561992242699489e-05,,,,,
2,6029,,7.662471762159839e-05,,,,,
2,6039,,8.485947182634845e-05,,,,,
2,6049,,7.726686453679577e-05,,,,,
2,6059,,7.617887604283169e-05,,,,,
2,6069,,7.340407319134101e-05,,,,,
2,6079,,8.106797758955508e-05,,,,,
2,6089,,8.421961683779955e-05,,,,,
2,6099,,8.02775684860535e-05,,,,,
2,6109,,7.388790982076898e-05,,,,,
2,6119,,7.266560714924708e-05,,,,,
2,6129,,7.726523472229019e-05,,,,,
2,6139,,7.381475006695837e-05,,,,,
2,6149,,8.432405593339354e-05,,,,,
2,6159,,7.293658563867211e-05,,,,,
2,6169,,7.535985787399113e-05,,,,,
2,6179,,7.69636535551399e-05,,,,,
2,6189,,7.547634595539421e-05,,,,,
2,6199,,7.680412090849131e-05,,,,,
2,6209,,7.196473598014563e-05,,,,,
2,6219,,8.163465827237815e-05,,,,,
2,6229,,7.470110722351819e-05,,,,,
2,6239,,8.029911987250671e-05,,,,,
2,6249,,7.801234460202977e-05,,,,,
2,6259,,7.684611773584038e-05,,,,,
2,6269,,8.056849765125662e-05,,,,,
2,6279,,7.63087737141177e-05,,,,,
2,6289,,7.516144250985235e-05,,,,,
