epoch,step,train_loss_step
0,9,0.00015458797861356288
0,19,9.335783397546038e-05
0,29,8.861937385518104e-05
0,39,8.156413969118148e-05
0,49,8.191358210751787e-05
0,59,8.078082464635372e-05
0,69,8.057938975980505e-05
0,79,8.10304336482659e-05
0,89,7.59435206418857e-05
0,99,8.068214810919017e-05
0,109,7.90658887126483e-05
0,119,8.012795296963304e-05
0,129,7.871008710935712e-05
0,139,7.71579216234386e-05
0,149,7.594843191327527e-05
0,159,8.340050408151001e-05
